,loss,accuracy,precision,recall
1358,0.09855201840400696,0.9808961749076843,0.9713442921638489,0.9713442921638489
1359,0.09854491800069809,0.9808441400527954,0.9712662696838379,0.9712662696838379
1360,0.09851785004138947,0.9809273481369019,0.9713911414146423,0.9713911414146423
1361,0.09842707216739655,0.9809220433235168,0.9713906645774841,0.9713755249977112
1362,0.09829758107662201,0.980911910533905,0.971375048160553,0.97135990858078
1363,0.09826736152172089,0.9808183312416077,0.9712345600128174,0.9712194204330444
1364,0.09804457426071167,0.9809898734092712,0.9714847803115845,0.9714847803115845
1365,0.09808657318353653,0.9809482097625732,0.9714370369911194,0.9714066982269287
1366,0.09806812554597855,0.9810783267021179,0.9716247916221619,0.9716095924377441
1367,0.09800984710454941,0.9810158610343933,0.9715311527252197,0.971515953540802
1368,0.09788393974304199,0.981067955493927,0.9716091752052307,0.9715940356254578
1369,0.09785017371177673,0.9809066653251648,0.97135990858078,0.97135990858078
1370,0.09766567498445511,0.9809897541999817,0.9714847803115845,0.9714847803115845
1371,0.09790066629648209,0.9809796810150146,0.9714691638946533,0.9714691638946533
1372,0.09763891994953156,0.9810835123062134,0.9716252088546753,0.9716252088546753
1373,0.09759074449539185,0.9810418486595154,0.9715628027915955,0.9715628027915955
1374,0.09734424203634262,0.9810315370559692,0.9715471863746643,0.9715471863746643
1375,0.09732451289892197,0.9811301231384277,0.9717028141021729,0.9716876745223999
1376,0.09720019996166229,0.981062650680542,0.9715940356254578,0.9715940356254578
1377,0.09724363684654236,0.9810211062431335,0.9715315699577332,0.9715315699577332
1378,0.09703512489795685,0.9810470938682556,0.9715779423713684,0.9715628027915955
1379,0.0970444530248642,0.981124997138977,0.9717023968696594,0.9716720581054688
1380,0.09701105207204819,0.9811877608299255,0.971781313419342,0.971781313419342
1381,0.0967455804347992,0.9811925888061523,0.971796452999115,0.971781313419342
1382,0.0967555046081543,0.9810732007026672,0.9716095924377441,0.9716095924377441
1383,0.09663865715265274,0.9812135696411133,0.9718276858329773,0.9718125462532043
1384,0.09659857302904129,0.9813124537467957,0.9719685912132263,0.9719685912132263
1385,0.09653100371360779,0.9811874032020569,0.971781313419342,0.971781313419342
1386,0.09639298915863037,0.9812707901000977,0.9719061851501465,0.9719061851501465
1387,0.0964500904083252,0.9812604784965515,0.9718905687332153,0.9718905687332153
1388,0.09633266180753708,0.9812656044960022,0.9719057083129883,0.9718905687332153
1389,0.09647710621356964,0.9811875224113464,0.971781313419342,0.971781313419342
1390,0.09614932537078857,0.9812499284744263,0.9718749523162842,0.9718749523162842
1391,0.09609445929527283,0.981395423412323,0.9720934629440308,0.9720934629440308
1392,0.0960194393992424,0.9812759757041931,0.9719213247299194,0.9719061851501465
1393,0.09588440507650375,0.981380045413971,0.9720774292945862,0.9720622301101685
1394,0.09584201127290726,0.9813542366027832,0.9720310568809509,0.9720310568809509
1395,0.09576889127492905,0.9814163446426392,0.9721246957778931,0.9721246957778931
