,loss,accuracy,precision,recall
0,1.090946912765503,0.6666517853736877,0.0,0.0
1,1.0754516124725342,0.666651725769043,0.0,0.0
2,1.0608340501785278,0.6666517853736877,0.0,0.0
3,1.047133207321167,0.6666517853736877,0.0,0.0
4,1.0345581769943237,0.666651725769043,0.0,0.0
5,1.0229376554489136,0.666651725769043,0.0,0.0
6,1.0122495889663696,0.6666517853736877,0.0,0.0
7,1.0023683309555054,0.6666368842124939,0.0,0.0
8,0.9932016730308533,0.6666368246078491,0.0,0.0
9,0.9847180247306824,0.6666368246078491,0.0,0.0
10,0.9767959713935852,0.6666368246078491,0.0,0.0
11,0.9694235324859619,0.6666367650032043,0.0,0.0
12,0.9625617861747742,0.6666368842124939,0.0,0.0
13,0.9561775922775269,0.6666368246078491,0.0,0.0
14,0.9502430558204651,0.6666367650032043,0.0,0.0
15,0.9447450637817383,0.6666368246078491,0.0,0.0
16,0.9396399259567261,0.6666368842124939,0.0,0.0
17,0.934856653213501,0.6666368246078491,0.0,0.0
18,0.9304145574569702,0.6666368246078491,0.0,0.0
19,0.9262722730636597,0.6666368842124939,0.0,0.0
20,0.9224146008491516,0.6666368246078491,0.0,0.0
21,0.9188194274902344,0.6666368842124939,0.0,0.0
22,0.9154577255249023,0.6666368842124939,0.0,0.0
23,0.9123271107673645,0.6666368246078491,0.0,0.0
24,0.9094207882881165,0.6666368842124939,0.0,0.0
25,0.9067104458808899,0.6666368246078491,0.0,0.0
26,0.9041690826416016,0.6666368246078491,0.0,0.0
27,0.9018072485923767,0.6666367650032043,0.0,0.0
28,0.8996149897575378,0.6666368246078491,0.0,0.0
29,0.8975629210472107,0.6666368246078491,0.0,0.0
30,0.8956701159477234,0.6666368246078491,0.0,0.0
31,0.8939154744148254,0.6666368246078491,0.0,0.0
32,0.8922470211982727,0.6666368246078491,0.0,0.0
33,0.8906924724578857,0.6666368246078491,0.0,0.0
34,0.8892499804496765,0.6666368246078491,0.0,0.0
35,0.887900173664093,0.6666368246078491,0.0,0.0
36,0.8866427540779114,0.6666368246078491,0.0,0.0
37,0.885482132434845,0.6666368842124939,0.0,0.0
38,0.8844008445739746,0.6666368842124939,0.0,0.0
39,0.8833934664726257,0.6666368246078491,0.0,0.0
40,0.8824506998062134,0.6666368246078491,0.0,0.0
41,0.8815621137619019,0.6666368246078491,0.0,0.0
42,0.8807288408279419,0.6666368246078491,0.0,0.0
43,0.879975438117981,0.6666368246078491,0.0,0.0
44,0.8792707920074463,0.6666368246078491,0.0,0.0
45,0.878602147102356,0.6666368842124939,0.0,0.0
46,0.877983033657074,0.6666368246078491,0.0,0.0
47,0.8773923516273499,0.6666368842124939,0.0,0.0
48,0.876837968826294,0.6666368842124939,0.0,0.0
49,0.876323938369751,0.6666368246078491,0.0,0.0
50,0.8758417367935181,0.6666368246078491,0.0,0.0
51,0.8753875494003296,0.6666368842124939,0.0,0.0
52,0.8749679923057556,0.6666368246078491,0.0,0.0
53,0.8745781779289246,0.6666368246078491,0.0,0.0
54,0.8742153644561768,0.6666368246078491,0.0,0.0
55,0.873869001865387,0.6666368246078491,0.0,0.0
56,0.8735498785972595,0.6666368246078491,0.0,0.0
57,0.8732535243034363,0.6666368246078491,0.0,0.0
58,0.8729744553565979,0.6666368246078491,0.0,0.0
59,0.8727191090583801,0.6666368246078491,0.0,0.0
60,0.8724679946899414,0.6666368246078491,0.0,0.0
61,0.8722379207611084,0.6666368246078491,0.0,0.0
62,0.8720268607139587,0.6666368246078491,0.0,0.0
63,0.8718268275260925,0.6666367650032043,0.0,0.0
64,0.8716362118721008,0.6666368246078491,0.0,0.0
65,0.8714663982391357,0.6666368842124939,0.0,0.0
66,0.8712998628616333,0.6666368246078491,0.0,0.0
67,0.8711493611335754,0.6666368246078491,0.0,0.0
68,0.8710017800331116,0.6666368246078491,0.0,0.0
69,0.8708578944206238,0.6666367650032043,0.0,0.0
70,0.8707267045974731,0.6666367650032043,0.0,0.0
71,0.8706021904945374,0.6666368246078491,0.0,0.0
72,0.8704857230186462,0.6666367650032043,0.0,0.0
73,0.8703749775886536,0.6666368246078491,0.0,0.0
74,0.8702714443206787,0.6666368246078491,0.0,0.0
75,0.8701736330986023,0.6666368246078491,0.0,0.0
76,0.8700799942016602,0.6666368246078491,0.0,0.0
77,0.8699885606765747,0.6666368246078491,0.0,0.0
78,0.869904100894928,0.6666368246078491,0.0,0.0
79,0.8698235154151917,0.6666368246078491,0.0,0.0
80,0.8697468638420105,0.6669653058052063,0.9166666865348816,0.0009853981900960207
81,0.8696714043617249,0.6666368246078491,0.0,0.0
82,0.86960768699646,0.6739526391029358,0.9959349632263184,0.021947504952549934
